step,t_elapsed,Ls,phi,longitude,tau,Ts,beta,gamma_c,irradiance,power
1,0,81,34,17,0.5,12.0,1.43,0.5,449.58,147.1745088
2,0,81,34,17,0.5,12.0,1.43,0.51,449.58,147.1745088
3,0,81,34,17,0.5,12.0,1.43,0.51,449.58,147.1745088
4,1,81,34,17,0.5,12.0,1.43,0.51,449.58,147.1745088
5,1,81,34,17,0.5,12.0,1.43,0.51,449.58,147.1745088
6,1,81,34,17,0.5,12.0,1.43,0.51,449.58,147.1745088
7,2,81,34,17,0.5,12.0,1.43,0.51,449.58,147.1745088
8,2,81,34,17,0.5,12.0,1.43,0.51,449.58,147.1745088
9,2,81,34,17,0.5,12.0,1.43,0.51,449.58,147.1745088
10,3,81,34,17,0.5,12.0,1.43,0.51,449.58,147.1745088
11,3,81,34,17,0.5,12.0,1.43,0.51,449.58,147.1745088
12,3,81,34,17,0.5,12.0,1.43,0.51,449.58,147.1745088
13,4,81,34,17,0.5,12.0,1.43,0.51,449.58,147.1745088
14,4,81,34,17,0.5,12.0,1.43,0.51,449.58,147.1745088
15,4,81,34,17,0.5,12.0,1.43,0.51,449.58,147.1745088
16,5,81,34,17,0.5,12.0,1.43,0.52,449.58,147.1745088
17,5,81,34,17,0.5,12.0,1.43,0.52,449.58,147.1745088
18,5,81,34,17,0.5,12.0,1.43,0.52,449.58,147.1745088
19,5,81,34,17,0.5,12.0,1.43,0.52,449.58,147.1745088
20,6,81,34,17,0.5,12.0,1.43,0.52,449.58,147.1745088
21,6,81,34,17,0.5,12.0,1.43,0.52,449.58,147.1745088
22,6,81,34,17,0.5,12.0,1.43,0.52,449.58,147.1745088
23,6,81,34,17,0.5,12.0,1.43,0.52,449.58,147.1745088
24,7,81,34,17,0.5,12.0,1.43,0.52,449.58,147.1745088
25,7,81,34,17,0.5,12.0,1.43,0.52,449.58,147.1745088
26,7,81,34,17,0.5,12.0,1.43,0.52,449.58,147.1745088
27,7,81,34,17,0.5,12.0,1.43,0.52,449.58,147.1745088
28,8,81,34,17,0.5,12.0,1.43,0.52,449.58,147.1745088
29,8,81,34,17,0.5,12.0,1.43,0.52,449.58,147.1745088
30,8,81,34,17,0.5,12.0,1.43,0.52,449.58,147.1745088
31,9,81,34,17,0.5,12.0,1.43,0.52,449.58,147.1745088
32,9,81,34,17,0.5,12.0,1.43,0.52,449.58,147.1745088
33,9,81,34,17,0.5,12.0,1.43,0.53,449.58,147.1745088
34,9,81,34,17,0.5,12.0,1.43,0.53,449.58,147.1745088
35,10,81,34,17,0.5,12.0,1.43,0.53,449.58,147.1745088
36,10,81,34,17,0.5,12.0,1.43,0.53,449.58,147.1745088
37,10,81,34,17,0.5,12.0,1.43,0.53,449.58,147.1745088
38,11,81,34,17,0.5,12.0,1.43,0.53,449.58,147.1745088
39,11,81,34,17,0.5,12.0,1.43,0.53,449.58,147.1745088
40,11,81,34,17,0.5,12.0,1.42,0.53,449.57,147.1712352
41,11,81,34,17,0.5,12.0,1.42,0.53,449.57,147.1712352
42,11,81,34,17,0.5,12.0,1.42,0.53,449.57,147.1712352
43,12,81,34,17,0.5,12.0,1.42,0.53,449.57,147.1712352
44,12,81,34,17,0.5,12.0,1.42,0.53,449.57,147.1712352
45,12,81,34,17,0.5,12.0,1.42,0.53,449.57,147.1712352
46,12,81,34,17,0.5,12.0,1.42,0.53,449.57,147.1712352
47,12,81,34,17,0.5,12.0,1.42,0.53,449.57,147.1712352
48,12,81,34,17,0.5,12.0,1.42,0.53,449.57,147.1712352
49,12,81,34,17,0.5,12.0,1.42,0.53,449.57,147.1712352
50,13,81,34,17,0.5,12.0,1.42,0.53,449.57,147.1712352
51,13,81,34,17,0.5,12.0,1.42,0.53,449.57,147.1712352
52,13,81,34,17,0.5,12.0,1.42,0.53,449.57,147.1712352
53,13,81,34,17,0.5,12.0,1.42,0.53,449.57,147.1712352
54,13,81,34,17,0.5,12.0,1.42,0.53,449.57,147.1712352
55,13,81,34,17,0.5,12.0,1.42,0.53,449.57,147.1712352
56,14,81,34,17,0.5,12.0,1.42,0.54,449.57,147.1712352
57,14,81,34,17,0.5,12.0,1.42,0.54,449.57,147.1712352
58,14,81,34,17,0.5,12.0,1.42,0.54,449.57,147.1712352
59,14,81,34,17,0.5,12.0,1.42,0.54,449.57,147.1712352
60,14,81,34,17,0.5,12.0,1.42,0.54,449.57,147.1712352
61,15,81,34,17,0.5,12.0,1.42,0.54,449.57,147.1712352
62,15,81,34,17,0.5,12.0,1.42,0.54,449.57,147.1712352
63,15,81,34,17,0.5,12.0,1.42,0.54,449.57,147.1712352
64,15,81,34,17,0.5,12.0,1.42,0.54,449.57,147.1712352
65,15,81,34,17,0.5,12.0,1.42,0.54,449.57,147.1712352
66,15,81,34,17,0.5,12.0,1.42,0.54,449.57,147.1712352
67,16,81,34,17,0.5,12.0,1.42,0.54,449.57,147.1712352
68,16,81,34,17,0.5,12.0,1.42,0.54,449.57,147.1712352
69,16,81,34,17,0.5,12.0,1.42,0.54,449.57,147.1712352
70,16,81,34,17,0.5,12.0,1.42,0.54,449.57,147.1712352
71,16,81,34,17,0.5,12.0,1.42,0.54,449.57,147.1712352
72,17,81,34,17,0.5,12.0,1.42,0.54,449.57,147.1712352
73,17,81,34,17,0.5,12.0,1.42,0.54,449.57,147.1712352
74,17,81,34,17,0.5,12.0,1.42,0.54,449.57,147.1712352
75,17,81,34,17,0.5,12.0,1.42,0.54,449.57,147.1712352
76,18,81,34,17,0.5,12.01,1.42,0.54,449.57,147.1712352
77,18,81,34,17,0.5,12.01,1.42,0.54,449.57,147.1712352
78,18,81,34,17,0.5,12.01,1.42,0.54,449.57,147.1712352
79,18,81,34,17,0.5,12.01,1.42,0.54,449.57,147.1712352
80,18,81,34,17,0.5,12.01,1.42,0.55,449.57,147.1712352
81,19,81,34,17,0.5,12.01,1.42,0.55,449.57,147.1712352
82,19,81,34,17,0.5,12.01,1.42,0.55,449.57,147.1712352
83,19,81,34,17,0.5,12.01,1.42,0.55,449.57,147.1712352
84,19,81,34,17,0.5,12.01,1.42,0.55,449.57,147.1712352
85,20,81,34,17,0.5,12.01,1.42,0.55,449.57,147.1712352
86,20,81,34,17,0.5,12.01,1.42,0.55,449.57,147.1712352
87,20,81,34,17,0.5,12.01,1.42,0.55,449.57,147.1712352
88,20,81,34,17,0.5,12.01,1.41,0.55,449.57,147.1712352
89,20,81,34,17,0.5,12.01,1.41,0.55,449.57,147.1712352
90,21,81,34,17,0.5,12.01,1.41,0.55,449.57,147.1712352
91,21,81,34,17,0.5,12.01,1.41,0.55,449.57,147.1712352
92,21,81,34,17,0.5,12.01,1.41,0.55,449.57,147.1712352
93,21,81,34,17,0.5,12.01,1.4,0.55,449.56,147.1679616
94,22,81,34,17,0.5,12.01,1.4,0.55,449.56,147.1679616
95,22,81,34,17,0.5,12.01,1.4,0.55,449.56,147.1679616
96,22,81,34,17,0.5,12.01,1.4,0.55,449.56,147.1679616
97,22,81,34,17,0.5,12.01,1.39,0.55,449.55,147.164688
98,22,81,34,17,0.5,12.01,1.39,0.55,449.55,147.164688
99,23,81,34,17,0.5,12.01,1.39,0.55,449.55,147.164688
100,23,81,34,17,0.5,12.01,1.38,0.55,449.54,147.1614144
101,23,81,34,17,0.5,12.01,1.38,0.56,449.54,147.1614144
102,23,81,34,17,0.5,12.01,1.38,0.56,449.54,147.1614144
103,24,81,34,17,0.5,12.01,1.37,0.56,449.54,147.1614144
104,24,81,34,17,0.5,12.01,1.37,0.56,449.54,147.1614144
105,24,81,34,17,0.5,12.01,1.36,0.56,449.53,147.1581408
106,24,81,34,17,0.5,12.01,1.36,0.56,449.53,147.1581408
107,24,81,34,17,0.5,12.01,1.36,0.56,449.53,147.1581408
108,25,81,34,17,0.5,12.01,1.35,0.56,449.52,147.1548672
109,25,81,34,17,0.5,12.01,1.34,0.56,449.52,147.1548672
110,25,81,34,17,0.5,12.01,1.34,0.56,449.52,147.1548672
111,25,81,34,17,0.5,12.01,1.33,0.56,449.51,147.1515936
112,26,81,34,17,0.5,12.01,1.32,0.56,449.5,147.14832
113,26,81,34,17,0.5,12.01,1.32,0.56,449.5,147.14832
114,26,81,34,17,0.5,12.01,1.31,0.56,449.49,147.1450464
115,26,81,34,17,0.5,12.01,1.31,0.56,449.49,147.1450464
116,27,81,34,17,0.5,12.01,1.3,0.56,449.49,147.1450464
117,27,81,34,17,0.5,12.01,1.29,0.56,449.48,147.1417728
118,27,81,34,17,0.5,12.01,1.29,0.56,449.48,147.1417728
119,27,81,34,17,0.5,12.01,1.28,0.56,449.47,147.1384992
120,27,81,34,17,0.5,12.01,1.28,0.56,449.47,147.1384992
121,28,81,34,17,0.5,12.01,1.27,0.56,449.46,147.13522559999998
122,28,81,34,17,0.5,12.01,1.26,0.56,449.46,147.13522559999998
123,28,81,34,17,0.5,12.01,1.26,0.56,449.46,147.13522559999998
124,28,81,34,17,0.5,12.01,1.25,0.57,449.45,147.131952
125,28,81,34,17,0.5,12.01,1.25,0.57,449.45,147.131952
126,29,81,34,17,0.5,12.01,1.24,0.57,449.44,147.1286784
127,29,81,34,17,0.5,12.01,1.23,0.57,449.44,147.1286784
128,29,81,34,17,0.5,12.01,1.22,0.57,449.43,147.1254048
129,29,81,34,17,0.5,12.01,1.21,0.57,449.42,147.1221312
130,30,81,34,17,0.5,12.01,1.21,0.57,449.42,147.1221312
131,30,81,34,17,0.5,12.01,1.2,0.57,449.41,147.1188576
132,30,81,34,17,0.5,12.01,1.19,0.57,449.41,147.1188576
133,30,81,34,17,0.5,12.01,1.18,0.57,449.4,147.11558399999998
134,30,81,34,17,0.5,12.01,1.18,0.57,449.4,147.11558399999998
135,31,81,34,17,0.5,12.01,1.17,0.57,449.39,147.11231039999998
136,31,81,34,17,0.5,12.01,1.17,0.57,449.39,147.11231039999998
137,31,81,34,17,0.5,12.01,1.16,0.57,449.38,147.10903679999998
138,31,81,34,17,0.5,12.01,1.16,0.57,449.38,147.10903679999998
139,31,81,34,17,0.5,12.01,1.16,0.57,449.38,147.10903679999998
140,32,81,34,17,0.5,12.01,1.16,0.57,449.38,147.10903679999998
141,32,81,34,17,0.5,12.01,1.16,0.57,449.38,147.10903679999998
142,32,81,34,17,0.5,12.01,1.16,0.57,449.38,147.10903679999998
143,32,81,34,17,0.5,12.01,1.16,0.57,449.38,147.10903679999998
144,32,81,34,17,0.5,12.01,1.15,0.57,449.38,147.10903679999998
145,33,81,34,17,0.5,12.01,1.15,0.57,449.38,147.10903679999998
146,33,81,34,17,0.5,12.01,1.15,0.57,449.38,147.10903679999998
147,33,81,34,17,0.5,12.01,1.15,0.57,449.38,147.10903679999998
148,33,81,34,17,0.5,12.01,1.15,0.57,449.38,147.10903679999998
149,34,81,34,17,0.5,12.01,1.15,0.57,449.38,147.10903679999998
150,34,81,34,17,0.5,12.01,1.15,0.57,449.38,147.10903679999998
151,34,81,34,17,0.5,12.01,1.15,0.57,449.38,147.10903679999998
152,34,81,34,17,0.5,12.01,1.15,0.57,449.38,147.10903679999998
153,34,81,34,17,0.5,12.01,1.15,0.57,449.38,147.10903679999998
154,35,81,34,17,0.5,12.01,1.15,0.56,449.38,147.10903679999998
155,35,81,34,17,0.5,12.01,1.17,0.55,449.39,147.11231039999998
156,35,81,34,17,0.5,12.01,1.21,0.55,449.42,147.1221312
157,35,81,34,17,0.5,12.01,1.24,0.57,449.44,147.1286784
158,36,81,34,17,0.5,12.01,1.25,0.57,449.45,147.131952
159,36,81,34,17,0.5,12.01,1.25,0.57,449.45,147.131952
160,36,81,34,17,0.5,12.01,1.25,0.56,449.45,147.131952
161,36,81,34,17,0.5,12.01,1.25,0.56,449.45,147.131952
162,36,81,34,17,0.5,12.01,1.25,0.55,449.45,147.131952
163,37,81,34,17,0.5,12.01,1.25,0.54,449.45,147.131952
164,37,81,34,17,0.5,12.01,1.25,0.54,449.45,147.131952
165,37,81,34,17,0.5,12.01,1.25,0.53,449.45,147.131952
166,37,81,34,17,0.5,12.01,1.25,0.52,449.45,147.131952
167,38,81,34,17,0.5,12.01,1.25,0.52,449.45,147.131952
168,38,81,34,17,0.5,12.01,1.25,0.51,449.45,147.131952
169,38,81,34,17,0.5,12.01,1.25,0.51,449.45,147.131952
170,38,81,34,17,0.5,12.01,1.25,0.5,449.45,147.131952
171,39,81,34,17,0.5,12.01,1.25,0.49,449.45,147.131952
172,39,81,34,17,0.5,12.01,1.25,0.48,449.45,147.131952
173,39,81,34,17,0.5,12.01,1.25,0.46,449.45,147.131952
174,39,81,34,17,0.5,12.01,1.25,0.46,449.45,147.131952
175,40,81,34,17,0.5,12.01,1.25,0.45,449.45,147.131952
176,40,81,34,17,0.5,12.01,1.25,0.44,449.45,147.131952
177,40,81,34,17,0.5,12.01,1.25,0.43,449.45,147.131952
178,40,81,34,17,0.5,12.01,1.25,0.43,449.45,147.131952
179,41,81,34,17,0.5,12.01,1.25,0.42,449.45,147.131952
180,41,81,34,17,0.5,12.01,1.25,0.42,449.45,147.131952
181,41,81,34,17,0.5,12.01,1.25,0.41,449.45,147.131952
182,41,81,34,17,0.5,12.01,1.25,0.4,449.45,147.131952
183,42,81,34,17,0.5,12.01,1.25,0.39,449.45,147.131952
184,42,81,34,17,0.5,12.01,1.25,0.39,449.45,147.131952
185,42,81,34,17,0.5,12.01,1.25,0.38,449.45,147.131952
186,42,81,34,17,0.5,12.01,1.28,0.38,449.47,147.1384992
187,43,81,34,17,0.5,12.01,1.33,0.38,449.51,147.1515936
188,43,81,34,17,0.5,12.01,1.39,0.38,449.55,147.164688
189,43,81,34,17,0.5,12.01,1.46,0.38,449.6,147.181056
190,43,81,34,17,0.5,12.01,1.53,0.37,449.65,147.197424
191,43,81,34,17,0.5,12.01,1.64,0.38,449.73,147.2236128
192,44,81,34,17,0.5,12.01,1.75,0.38,449.8,147.246528
193,44,81,34,17,0.5,12.01,1.92,0.36,449.92,147.2858112
194,44,81,34,17,0.5,12.01,2.15,0.34,450.07,147.3349152
195,44,81,34,17,0.5,12.01,2.24,0.34,450.13,147.3545568
196,45,81,34,17,0.5,12.01,2.25,0.34,450.13,147.3545568
197,45,81,34,17,0.5,12.01,2.28,0.35,450.15,147.361104
198,45,81,34,17,0.5,12.01,2.49,0.34,450.28,147.40366079999998
199,45,81,34,17,0.5,12.01,2.76,0.33,450.45,147.459312
200,46,81,34,17,0.5,12.01,3.06,0.32,450.62,147.5149632
201,46,81,34,17,0.5,12.01,3.41,0.32,450.81,147.5771616
202,46,81,34,17,0.5,12.01,3.62,0.31,450.92,147.6131712
203,46,81,34,17,0.5,12.01,3.71,0.31,450.96,147.62626559999998
204,46,81,34,17,0.5,12.01,3.77,0.31,450.99,147.6360864
205,47,81,34,17,0.5,12.01,3.88,0.32,451.05,147.655728
206,47,81,34,17,0.5,12.01,3.99,0.32,451.1,147.672096
207,47,81,34,17,0.5,12.01,4.07,0.31,451.13,147.6819168
208,47,81,34,17,0.5,12.01,4.14,0.31,451.17,147.6950112
209,48,81,34,17,0.5,12.01,4.28,0.31,451.23,147.7146528
210,48,81,34,17,0.5,12.01,4.42,0.31,451.29,147.7342944
211,48,81,34,17,0.5,12.01,4.57,0.3,451.35,147.753936
212,48,81,34,17,0.5,12.01,4.71,0.3,451.41,147.7735776
213,48,81,34,17,0.5,12.01,4.86,0.3,451.47,147.7932192
214,48,81,34,17,0.5,12.01,4.91,0.3,451.49,147.7997664
215,49,81,34,17,0.5,12.01,5.06,0.29,451.55,147.819408
216,49,81,34,17,0.5,12.01,5.23,0.29,451.61,147.8390496
217,49,81,34,17,0.5,12.01,5.34,0.29,451.64,147.8488704
218,49,81,34,17,0.5,12.01,5.54,0.28,451.71,147.8717856
219,50,81,34,17,0.5,12.01,5.69,0.27,451.76,147.8881536
220,50,81,34,17,0.5,12.01,5.89,0.25,451.82,147.9077952
221,50,81,34,17,0.5,12.01,6.04,0.25,451.86,147.9208896
222,50,81,34,17,0.5,12.01,6.14,0.24,451.89,147.9307104
223,51,81,34,17,0.5,12.01,6.36,0.24,451.94,147.9470784
224,51,81,34,17,0.5,12.01,6.46,0.23,451.97,147.9568992
225,51,81,34,17,0.5,12.01,6.5,0.23,451.97,147.9568992
226,51,81,34,17,0.5,12.01,6.53,0.23,451.98,147.9601728
227,51,81,34,17,0.5,12.01,6.54,0.23,451.98,147.9601728
228,51,81,34,17,0.5,12.01,6.54,0.23,451.98,147.9601728
229,52,81,34,17,0.5,12.01,6.55,0.23,451.99,147.9634464
230,52,81,34,17,0.5,12.01,6.55,0.23,451.99,147.9634464
231,52,81,34,17,0.5,12.01,6.55,0.23,451.99,147.9634464
232,52,81,34,17,0.5,12.01,6.55,0.23,451.99,147.9634464
233,52,81,34,17,0.5,12.01,6.55,0.23,451.99,147.9634464
234,53,81,34,17,0.5,12.01,6.56,0.23,451.99,147.9634464
235,53,81,34,17,0.5,12.01,6.56,0.23,451.99,147.9634464
236,53,81,34,17,0.5,12.01,6.56,0.23,451.99,147.9634464
237,53,81,34,17,0.5,12.01,6.56,0.23,451.99,147.9634464
238,53,81,34,17,0.5,12.01,6.56,0.23,451.99,147.9634464
239,53,81,34,17,0.5,12.01,6.56,0.23,451.99,147.9634464
240,54,81,34,17,0.5,12.02,6.56,0.23,451.98,147.9601728
241,54,81,34,17,0.5,12.02,6.56,0.23,451.98,147.9601728
242,54,81,34,17,0.5,12.02,6.56,0.23,451.98,147.9601728
243,54,81,34,17,0.5,12.02,6.56,0.23,451.98,147.9601728
244,54,81,34,17,0.5,12.02,6.56,0.23,451.98,147.9601728
245,54,81,34,17,0.5,12.02,6.57,0.23,451.99,147.9634464
246,54,81,34,17,0.5,12.02,6.57,0.23,451.99,147.9634464
247,55,81,34,17,0.5,12.02,6.57,0.23,451.99,147.9634464
248,55,81,34,17,0.5,12.02,6.57,0.23,451.99,147.9634464
249,55,81,34,17,0.5,12.02,6.57,0.23,451.99,147.9634464
250,55,81,34,17,0.5,12.02,6.57,0.23,451.99,147.9634464
251,55,81,34,17,0.5,12.02,6.57,0.23,451.99,147.9634464
252,55,81,34,17,0.5,12.02,6.57,0.23,451.99,147.9634464
253,56,81,34,17,0.5,12.02,6.57,0.23,451.99,147.9634464
254,56,81,34,17,0.5,12.02,6.57,0.24,451.99,147.9634464
255,56,81,34,17,0.5,12.02,6.57,0.24,451.99,147.9634464
256,56,81,34,17,0.5,12.02,6.57,0.24,451.99,147.9634464
257,57,81,34,17,0.5,12.02,6.58,0.24,451.99,147.9634464
258,57,81,34,17,0.5,12.02,6.58,0.24,451.99,147.9634464
259,57,81,34,17,0.5,12.02,6.58,0.24,451.99,147.9634464
260,57,81,34,17,0.5,12.02,6.58,0.24,451.99,147.9634464
261,57,81,34,17,0.5,12.02,6.75,0.23,452.03,147.9765408
262,57,81,34,17,0.5,12.02,7.03,0.22,452.08,147.9929088
263,58,81,34,17,0.5,12.02,7.4,0.21,452.14,148.01255039999998
264,58,81,34,17,0.5,12.02,7.64,0.2,452.17,148.0223712
265,58,81,34,17,0.5,12.02,7.85,0.19,452.19,148.0289184
266,58,81,34,17,0.5,12.02,7.91,0.19,452.2,148.032192
267,59,81,34,17,0.5,12.02,7.95,0.19,452.2,148.032192
268,59,81,34,17,0.5,12.02,7.98,0.19,452.2,148.032192
269,59,81,34,17,0.5,12.02,7.99,0.19,452.2,148.032192
270,59,81,34,17,0.5,12.02,8.0,0.18,452.21,148.03546559999998
271,59,81,34,17,0.5,12.02,8.01,0.18,452.21,148.03546559999998
272,59,81,34,17,0.5,12.02,8.01,0.18,452.21,148.03546559999998
273,60,81,34,17,0.5,12.02,8.01,0.17,452.21,148.03546559999998
274,60,81,34,17,0.5,12.02,8.01,0.17,452.21,148.03546559999998
275,60,81,34,17,0.5,12.02,8.01,0.16,452.21,148.03546559999998
276,60,81,34,17,0.5,12.02,8.01,0.16,452.21,148.03546559999998
277,60,81,34,17,0.5,12.02,8.07,0.15,452.21,148.03546559999998
278,61,81,34,17,0.5,12.02,8.51,0.14,452.24,148.0452864
279,61,81,34,17,0.5,12.02,8.85,0.13,452.24,148.0452864
280,61,81,34,17,0.5,12.02,9.28,0.11,452.23,148.0420128
281,61,81,34,17,0.5,12.02,9.86,0.09,452.2,148.032192
282,61,81,34,17,0.5,12.02,10.2,0.08,452.16,148.0190976
283,62,81,34,17,0.5,12.02,10.51,0.07,452.11,148.0027296
284,62,81,34,17,0.5,12.02,10.77,0.06,452.07,147.9896352
285,62,81,34,17,0.5,12.02,10.98,0.06,452.03,147.9765408
286,62,81,34,17,0.5,12.02,11.15,0.05,451.99,147.9634464
287,62,81,34,17,0.5,12.02,11.3,0.05,451.96,147.9536256
288,62,81,34,17,0.5,12.02,11.49,0.04,451.91,147.9372576
289,63,81,34,17,0.5,12.02,11.55,0.04,451.9,147.93398399999998
290,63,81,34,17,0.5,12.02,11.6,0.04,451.89,147.9307104
291,63,81,34,17,0.5,12.02,11.61,0.04,451.88,147.9274368
292,63,81,34,17,0.5,12.02,11.61,0.04,451.88,147.9274368
293,63,81,34,17,0.5,12.02,11.61,0.05,451.88,147.9274368
294,63,81,34,17,0.5,12.02,11.61,0.05,451.88,147.9274368
295,63,81,34,17,0.5,12.02,11.6,0.04,451.89,147.9307104
296,64,81,34,17,0.5,12.02,11.6,0.04,451.89,147.9307104
297,64,81,34,17,0.5,12.02,11.61,0.04,451.88,147.9274368
298,64,81,34,17,0.5,12.02,11.61,0.04,451.88,147.9274368
299,64,81,34,17,0.5,12.02,11.61,0.04,451.88,147.9274368
300,64,81,34,17,0.5,12.02,11.61,0.04,451.88,147.9274368
301,65,81,34,17,0.5,12.02,11.61,0.04,451.88,147.9274368
302,65,81,34,17,0.5,12.02,11.61,0.04,451.88,147.9274368
303,65,81,34,17,0.5,12.02,11.61,0.04,451.88,147.9274368
304,65,81,34,17,0.5,12.02,11.61,0.04,451.88,147.9274368
305,65,81,34,17,0.5,12.02,11.61,0.04,451.88,147.9274368
306,65,81,34,17,0.5,12.02,11.61,0.04,451.88,147.9274368
307,66,81,34,17,0.5,12.02,11.61,0.04,451.88,147.9274368
308,66,81,34,17,0.5,12.02,11.61,0.04,451.88,147.9274368
309,66,81,34,17,0.5,12.02,11.61,0.04,451.88,147.9274368
310,66,81,34,17,0.5,12.02,11.61,0.04,451.88,147.9274368
311,66,81,34,17,0.5,12.02,11.61,0.05,451.88,147.9274368
312,66,81,34,17,0.5,12.02,11.61,0.05,451.88,147.9274368
313,66,81,34,17,0.5,12.02,11.61,0.05,451.88,147.9274368
314,66,81,34,17,0.5,12.02,11.61,0.05,451.88,147.9274368
315,67,81,34,17,0.5,12.02,11.61,0.05,451.88,147.9274368
316,67,81,34,17,0.5,12.02,11.61,0.05,451.88,147.9274368
317,67,81,34,17,0.5,12.02,11.61,0.05,451.88,147.9274368
318,67,81,34,17,0.5,12.02,11.61,0.05,451.88,147.9274368
319,67,81,34,17,0.5,12.02,11.61,0.05,451.88,147.9274368
320,68,81,34,17,0.5,12.02,11.61,0.05,451.88,147.9274368
321,68,81,34,17,0.5,12.02,11.61,0.05,451.88,147.9274368
322,68,81,34,17,0.5,12.02,11.61,0.05,451.88,147.9274368
323,68,81,34,17,0.5,12.02,11.61,0.05,451.88,147.9274368
324,68,81,34,17,0.5,12.02,11.61,0.05,451.88,147.9274368
325,68,81,34,17,0.5,12.02,11.61,0.05,451.88,147.9274368
326,68,81,34,17,0.5,12.02,11.61,0.05,451.88,147.9274368
327,69,81,34,17,0.5,12.02,11.61,0.05,451.88,147.9274368
328,69,81,34,17,0.5,12.02,11.61,0.05,451.88,147.9274368
329,69,81,34,17,0.5,12.02,11.61,0.05,451.88,147.9274368
330,69,81,34,17,0.5,12.02,11.61,0.05,451.88,147.9274368
331,69,81,34,17,0.5,12.02,11.61,0.05,451.88,147.9274368
332,69,81,34,17,0.5,12.02,11.61,0.05,451.88,147.9274368
333,70,81,34,17,0.5,12.02,11.61,0.05,451.88,147.9274368
334,70,81,34,17,0.5,12.02,11.61,0.05,451.88,147.9274368
335,70,81,34,17,0.5,12.02,11.61,0.05,451.88,147.9274368
336,70,81,34,17,0.5,12.02,11.61,0.05,451.88,147.9274368
337,70,81,34,17,0.5,12.02,11.61,0.05,451.88,147.9274368
338,70,81,34,17,0.5,12.02,11.61,0.05,451.88,147.9274368
339,71,81,34,17,0.5,12.02,11.61,0.05,451.88,147.9274368
340,71,81,34,17,0.5,12.02,11.61,0.05,451.88,147.9274368
341,71,81,34,17,0.5,12.02,11.61,0.05,451.88,147.9274368
342,71,81,34,17,0.5,12.02,11.61,0.05,451.88,147.9274368
343,71,81,34,17,0.5,12.02,11.61,0.05,451.88,147.9274368
344,72,81,34,17,0.5,12.02,11.61,0.05,451.88,147.9274368
345,72,81,34,17,0.5,12.02,11.61,0.05,451.88,147.9274368
346,72,81,34,17,0.5,12.02,11.61,0.05,451.88,147.9274368
347,72,81,34,17,0.5,12.02,11.61,0.05,451.88,147.9274368
348,72,81,34,17,0.5,12.02,11.61,0.06,451.88,147.9274368
349,72,81,34,17,0.5,12.02,11.61,0.06,451.88,147.9274368
350,73,81,34,17,0.5,12.02,11.61,0.06,451.88,147.9274368
351,73,81,34,17,0.5,12.02,11.61,0.06,451.88,147.9274368
352,73,81,34,17,0.5,12.02,11.61,0.06,451.88,147.9274368
353,73,81,34,17,0.5,12.02,11.61,0.06,451.88,147.9274368
354,73,81,34,17,0.5,12.02,11.61,0.06,451.88,147.9274368
355,73,81,34,17,0.5,12.02,11.61,0.06,451.88,147.9274368
356,74,81,34,17,0.5,12.02,11.61,0.06,451.88,147.9274368
357,74,81,34,17,0.5,12.02,11.61,0.06,451.88,147.9274368
358,74,81,34,17,0.5,12.02,11.61,0.06,451.88,147.9274368
359,74,81,34,17,0.5,12.02,11.61,0.06,451.88,147.9274368
360,74,81,34,17,0.5,12.02,11.61,0.06,451.88,147.9274368
361,75,81,34,17,0.5,12.02,11.61,0.06,451.88,147.9274368
362,75,81,34,17,0.5,12.02,11.61,0.06,451.88,147.9274368
363,75,81,34,17,0.5,12.02,11.61,0.06,451.88,147.9274368
364,75,81,34,17,0.5,12.02,11.61,0.06,451.88,147.9274368
365,75,81,34,17,0.5,12.02,11.61,0.06,451.88,147.9274368
366,75,81,34,17,0.5,12.02,11.61,0.06,451.88,147.9274368
367,75,81,34,17,0.5,12.02,11.62,0.07,451.88,147.9274368
368,76,81,34,17,0.5,12.02,11.62,0.08,451.88,147.9274368
369,76,81,34,17,0.5,12.02,11.63,0.09,451.88,147.9274368
370,76,81,34,17,0.5,12.02,11.64,0.11,451.88,147.9274368
371,76,81,34,17,0.5,12.02,11.64,0.12,451.88,147.9274368
372,76,81,34,17,0.5,12.02,11.65,0.13,451.87,147.9241632
373,76,81,34,17,0.5,12.02,11.65,0.14,451.87,147.9241632
374,77,81,34,17,0.5,12.02,11.66,0.15,451.87,147.9241632
375,77,81,34,17,0.5,12.02,11.66,0.16,451.87,147.9241632
376,77,81,34,17,0.5,12.02,11.66,0.17,451.87,147.9241632
377,77,81,34,17,0.5,12.02,11.67,0.18,451.87,147.9241632
378,77,81,34,17,0.5,12.02,11.67,0.2,451.87,147.9241632
379,78,81,34,17,0.5,12.02,11.68,0.21,451.87,147.9241632
380,78,81,34,17,0.5,12.02,11.69,0.23,451.86,147.9208896
381,78,81,34,17,0.5,12.02,11.69,0.24,451.86,147.9208896
382,78,81,34,17,0.5,12.02,11.69,0.25,451.86,147.9208896
383,78,81,34,17,0.5,12.02,11.68,0.25,451.87,147.9241632
384,78,81,34,17,0.5,12.02,11.68,0.26,451.87,147.9241632
385,79,81,34,17,0.5,12.02,11.68,0.27,451.87,147.9241632
386,79,81,34,17,0.5,12.02,11.68,0.28,451.87,147.9241632
